-9.84521e-05 -9.84521e-05 -9.84521e-05 -9.84522e-05 -9.84521e-05 -9.84523e-05 -9.84521e-05 -9.84523e-05 -9.84521e-05 -9.84523e-05 -9.84521e-05 -9.84522e-05 -9.84521e-05 -9.84521e-05 -9.84521e-05 
-7.11924e-05 -7.11924e-05 -7.11924e-05 -7.11924e-05 -7.11925e-05 -7.11924e-05 -7.11925e-05 -7.11924e-05 -7.11925e-05 -7.11924e-05 -7.11925e-05 -7.11924e-05 -7.11924e-05 -7.11924e-05 -7.11924e-05 
-5.12195e-05 -5.12195e-05 -5.12194e-05 -5.12195e-05 -5.12194e-05 -5.12195e-05 -5.12194e-05 -5.12195e-05 -5.12194e-05 -5.12195e-05 -5.12194e-05 -5.12195e-05 -5.12194e-05 -5.12195e-05 -5.12195e-05 
-3.66626e-05 -3.66626e-05 -3.66627e-05 -3.66626e-05 -3.66627e-05 -3.66626e-05 -3.66627e-05 -3.66626e-05 -3.66627e-05 -3.66626e-05 -3.66627e-05 -3.66626e-05 -3.66627e-05 -3.66626e-05 -3.66626e-05 
-2.61093e-05 -2.61093e-05 -2.61093e-05 -2.61093e-05 -2.61093e-05 -2.61093e-05 -2.61093e-05 -2.61093e-05 -2.61093e-05 -2.61093e-05 -2.61093e-05 -2.61093e-05 -2.61093e-05 -2.61093e-05 -2.61093e-05 
-1.84988e-05 -1.84988e-05 -1.84988e-05 -1.84988e-05 -1.84988e-05 -1.84988e-05 -1.84989e-05 -1.84988e-05 -1.84989e-05 -1.84988e-05 -1.84988e-05 -1.84988e-05 -1.84988e-05 -1.84988e-05 -1.84988e-05 
-1.30397e-05 -1.30397e-05 -1.30397e-05 -1.30397e-05 -1.30396e-05 -1.30397e-05 -1.30396e-05 -1.30397e-05 -1.30396e-05 -1.30397e-05 -1.30396e-05 -1.30397e-05 -1.30397e-05 -1.30397e-05 -1.30397e-05 
-9.14443e-06 -9.14443e-06 -9.14443e-06 -9.14442e-06 -9.14444e-06 -9.14442e-06 -9.14444e-06 -9.14442e-06 -9.14444e-06 -9.14442e-06 -9.14444e-06 -9.14442e-06 -9.14443e-06 -9.14443e-06 -9.14443e-06 
-6.37986e-06 -6.37986e-06 -6.37986e-06 -6.37986e-06 -6.37985e-06 -6.37987e-06 -6.37985e-06 -6.37987e-06 -6.37985e-06 -6.37987e-06 -6.37985e-06 -6.37986e-06 -6.37986e-06 -6.37986e-06 -6.37986e-06 
-4.42818e-06 -4.42818e-06 -4.42818e-06 -4.42818e-06 -4.42818e-06 -4.42817e-06 -4.42819e-06 -4.42817e-06 -4.42819e-06 -4.42817e-06 -4.42818e-06 -4.42818e-06 -4.42818e-06 -4.42818e-06 -4.42818e-06 
